temp,humidity,pressure,wind_speed,rain_1h,disaster_type,latitude,longitude,elevation,timestamp,month,hour,vegetation,soil_type,soil_moisture,urban_rural,ocean_current
23.7,68,1003,18.5,0.0,none,-25.1905,126.9096,827,2020-04-18 09:00:00,4,9,shrubland,silt,30.3,rural,normal
12.2,58,1000,20.2,0.0,none,16.9645,52.3774,1385,2020-04-18 10:00:00,4,10,shrubland,sand,48.3,rural,normal
21.8,10,1022,12.3,0.0,none,87.2032,-142.3968,618,2020-04-18 11:00:00,4,11,urban,sand,18.3,urban,cool_current
24.6,27,1009,11.3,0.0,none,50.3903,99.725,631,2020-04-18 12:00:00,4,12,urban,clay,23.6,urban,normal
20.9,47,1006,2.9,0.0,none,75.8756,170.6814,1225,2020-04-18 13:00:00,4,13,grassland,clay,75.7,rural,normal
4.4,58,996,16.1,0.0,none,69.1507,175.8736,1591,2020-04-18 14:00:00,4,14,shrubland,sand,40.1,rural,normal
27.6,11,990,11.6,0.0,none,62.2079,-49.1663,936,2020-04-18 15:00:00,4,15,shrubland,silt,20.1,rural,normal
-3.2,20,1003,22.8,0.0,none,-49.5513,-133.3815,1372,2020-04-18 16:00:00,4,16,urban,clay,24.6,urban,cool_current
29.0,10,1001,40.6,0.0,wind_damage,62.4807,-56.9991,1390,2020-04-18 17:00:00,4,17,urban,silt,23.4,urban,normal
15.8,75,1012,6.0,0.0,none,13.0983,-91.7278,229,2020-04-18 18:00:00,4,18,urban,loam,1.4,urban,cool_current
14.9,73,1007,7.0,0.0,none,11.9005,-153.8367,478,2020-04-18 19:00:00,4,19,urban,clay,37.2,urban,normal
11.9,23,999,13.9,0.0,none,-61.593,-115.8042,1640,2020-04-18 20:00:00,4,20,grassland,sand,19.8,rural,cool_current
1.9,51,993,1.2,0.0,none,58.8465,-63.7562,2012,2020-04-18 21:00:00,4,21,urban,sand,20.6,urban,normal
11.5,28,992,18.9,0.0,none,60.6187,-169.4644,2444,2020-04-18 22:00:00,4,22,grassland,silt,5.3,rural,normal
10.3,72,996,14.1,0.0,none,-89.0394,-8.3427,1798,2020-04-18 23:00:00,4,23,forest,loam,17.2,rural,normal
19.5,88,1023,15.6,0.0,none,-36.4567,158.502,83,2020-04-19 00:00:00,4,0,wetland,clay,31.6,rural,normal
12.3,65,1010,5.3,0.0,none,-85.4142,64.9456,338,2020-04-19 01:00:00,4,1,urban,loam,47.4,urban,normal
7.4,92,1012,10.2,0.0,none,-14.0316,112.175,902,2020-04-19 02:00:00,4,2,forest,loam,87.8,rural,normal
9.7,30,997,7.7,0.0,none,53.841,15.477,1813,2020-04-19 03:00:00,4,3,shrubland,loam,53.2,rural,cool_current
20.5,92,1018,15.1,0.3,none,12.8886,-110.2269,76,2020-04-19 04:00:00,4,4,grassland,sand,32.1,rural,cool_current
17.5,84,990,26.0,3.4,storm,39.1981,108.3944,449,2020-04-19 05:00:00,4,5,grassland,silt,82.0,rural,normal
25.7,10,1006,13.0,0.0,none,70.6761,28.5674,757,2020-04-19 06:00:00,4,6,shrubland,loam,32.8,rural,normal
7.6,41,1001,18.8,0.0,none,-35.8424,41.8816,757,2020-04-19 07:00:00,4,7,cropland,loam,31.6,rural,normal
17.8,10,993,7.3,0.0,none,77.9927,-99.0676,1883,2020-04-19 08:00:00,4,8,shrubland,loam,33.3,rural,cool_current
5.9,52,999,11.0,0.0,none,-1.9393,-133.8997,1405,2020-04-19 09:00:00,4,9,forest,loam,22.6,rural,cool_current
41.9,74,1012,6.2,0.0,none,-28.5588,176.6703,67,2020-04-19 10:00:00,4,10,forest,silt,61.8,rural,normal
20.9,45,1022,10.9,0.0,none,-66.549,149.873,588,2020-04-19 11:00:00,4,11,shrubland,clay,62.6,rural,normal
8.9,34,1002,38.3,0.0,wind_damage,82.4086,-111.6051,1086,2020-04-19 12:00:00,4,12,urban,sand,50.2,urban,cool_current
7.1,65,1000,6.3,0.0,none,80.1084,-94.9283,1034,2020-04-19 13:00:00,4,13,forest,loam,17.4,rural,cool_current
20.4,80,999,3.8,3.5,none,7.5933,-86.1799,515,2020-04-19 14:00:00,4,14,forest,silt,52.0,rural,cool_current
18.1,10,991,17.3,0.0,none,80.0006,-87.9542,2576,2020-04-19 15:00:00,4,15,grassland,silt,27.9,rural,cool_current
26.7,20,1000,10.8,0.0,none,-68.917,2.5645,1842,2020-04-19 16:00:00,4,16,shrubland,silt,30.1,rural,normal
17.5,10,989,18.7,0.0,none,82.7485,96.8636,2296,2020-04-19 17:00:00,4,17,grassland,loam,37.9,rural,normal
28.9,78,1016,13.8,2.1,none,-12.0324,-154.408,75,2020-04-19 18:00:00,4,18,grassland,sand,16.8,rural,normal
8.9,58,1012,7.7,0.0,none,-86.6358,100.4076,1120,2020-04-19 19:00:00,4,19,shrubland,clay,37.7,rural,normal
19.5,84,1009,2.9,0.0,none,-42.882,-28.925,477,2020-04-19 20:00:00,4,20,forest,silt,31.5,rural,normal
-1.5,75,1008,15.1,0.0,none,63.8852,-120.6065,704,2020-04-19 21:00:00,4,21,grassland,clay,39.8,rural,cool_current
27.5,100,1007,16.2,0.0,none,-18.3845,-18.1061,246,2020-04-19 22:00:00,4,22,grassland,silt,27.3,rural,normal
12.3,59,1001,23.9,0.0,none,68.4342,-163.0129,731,2020-04-19 23:00:00,4,23,urban,sand,6.7,urban,normal
3.3,62,996,8.4,0.0,none,-15.4212,9.9964,1193,2020-04-20 00:00:00,4,0,forest,silt,33.2,rural,cool_current
7.6,78,1012,7.3,0.0,none,84.7455,114.4601,922,2020-04-20 01:00:00,4,1,grassland,sand,49.1,rural,normal
18.1,24,995,4.1,0.0,none,-55.0653,122.8363,2200,2020-04-20 02:00:00,4,2,shrubland,silt,40.7,rural,normal
5.4,95,1014,5.8,0.0,none,-14.5843,105.9572,409,2020-04-20 03:00:00,4,3,wetland,clay,26.8,rural,normal
24.8,100,1017,19.7,1.4,none,-31.0965,52.0232,156,2020-04-20 04:00:00,4,4,wetland,clay,23.6,rural,normal
19.8,87,1023,14.8,0.0,none,3.8144,-51.747,277,2020-04-20 05:00:00,4,5,wetland,clay,64.2,rural,normal
12.2,10,1001,27.9,0.0,none,64.4738,-80.6243,2092,2020-04-20 06:00:00,4,6,grassland,loam,19.0,rural,cool_current
26.1,70,1016,22.8,0.5,none,33.2607,-59.116,13,2020-04-20 07:00:00,4,7,urban,sand,9.5,urban,normal
18.3,57,1014,14.9,0.0,none,-37.0783,-104.7295,160,2020-04-20 08:00:00,4,8,forest,silt,56.1,rural,cool_current
18.7,63,993,42.8,47.0,storm,7.6509,60.8701,285,2020-04-20 09:00:00,4,9,urban,clay,33.9,urban,normal
30.8,10,995,25.3,0.0,none,68.1894,-68.3908,1465,2020-04-20 10:00:00,4,10,shrubland,clay,22.9,rural,normal
29.6,57,1007,13.8,2.5,none,0.9662,53.4313,767,2020-04-20 11:00:00,4,11,forest,silt,80.1,rural,normal
26.0,58,1004,22.8,0.8,none,-1.9392,-44.3655,75,2020-04-20 12:00:00,4,12,grassland,sand,19.7,rural,normal
14.1,54,1015,7.6,0.0,none,80.2299,139.1582,744,2020-04-20 13:00:00,4,13,cropland,sand,69.1,rural,normal
19.4,37,1010,8.3,0.0,none,-68.2292,156.1926,621,2020-04-20 14:00:00,4,14,forest,loam,34.8,rural,normal
1.7,66,998,24.7,0.0,none,17.644,125.5211,703,2020-04-20 15:00:00,4,15,grassland,silt,16.5,rural,normal
23.3,58,1012,36.9,0.0,none,-24.4214,-66.6123,363,2020-04-20 16:00:00,4,16,grassland,loam,59.4,rural,normal
21.5,64,1013,11.5,0.0,none,-23.1276,171.1886,569,2020-04-20 17:00:00,4,17,forest,loam,37.6,rural,normal
10.9,52,1009,5.7,0.0,none,-66.0236,-132.8463,649,2020-04-20 18:00:00,4,18,cropland,silt,51.5,rural,cool_current
17.6,99,1016,8.5,0.2,none,43.0332,80.3029,412,2020-04-20 19:00:00,4,19,grassland,loam,63.8,rural,normal
12.2,68,1006,10.5,0.0,none,22.6552,-150.7987,1162,2020-04-20 20:00:00,4,20,cropland,silt,34.7,rural,normal
20.0,62,1015,19.8,0.0,none,41.0939,167.3518,10,2020-04-20 21:00:00,4,21,urban,loam,27.5,urban,normal
20.8,98,1022,3.0,0.0,none,-32.7475,119.1569,96,2020-04-20 22:00:00,4,22,forest,loam,78.6,rural,normal
17.8,10,1011,18.8,0.0,none,-69.0216,136.4325,1194,2020-04-20 23:00:00,4,23,urban,sand,3.4,urban,normal
6.9,60,1010,8.1,0.0,none,-73.0556,96.5077,439,2020-04-21 00:00:00,4,0,grassland,loam,24.2,rural,normal
11.5,49,1008,3.7,0.0,none,76.3822,56.9534,1222,2020-04-21 01:00:00,4,1,shrubland,clay,59.9,rural,normal
16.0,86,1004,13.7,2.7,none,-38.7228,-162.4931,758,2020-04-21 02:00:00,4,2,forest,silt,26.9,rural,normal
20.1,17,1015,14.1,0.0,none,-53.0943,98.4088,1059,2020-04-21 03:00:00,4,3,grassland,silt,33.0,rural,normal
15.7,93,1019,9.6,0.0,none,21.114,-83.891,230,2020-04-21 04:00:00,4,4,wetland,clay,17.3,rural,cool_current
21.6,76,1010,19.2,0.0,none,-44.9639,-161.0097,175,2020-04-21 05:00:00,4,5,forest,silt,7.5,rural,normal
29.3,10,1001,11.0,0.0,none,85.1332,-5.4141,1961,2020-04-21 06:00:00,4,6,shrubland,sand,21.3,rural,normal
18.4,56,1016,18.4,0.0,none,17.9395,-119.3189,482,2020-04-21 07:00:00,4,7,forest,silt,46.5,rural,cool_current
14.6,10,979,4.6,0.0,none,85.7257,167.642,2569,2020-04-21 08:00:00,4,8,shrubland,sand,18.2,rural,normal
4.3,61,991,8.3,0.0,none,-48.0533,-84.51,1637,2020-04-21 09:00:00,4,9,forest,silt,38.0,rural,cool_current
4.9,50,994,14.3,0.0,none,-50.4102,-176.7065,2536,2020-04-21 10:00:00,4,10,shrubland,clay,11.4,rural,normal
23.6,15,991,17.7,0.0,none,-45.7285,64.4338,2027,2020-04-21 11:00:00,4,11,grassland,silt,12.8,rural,normal
34.8,64,1008,22.1,0.0,none,-3.288,-40.9085,335,2020-04-21 12:00:00,4,12,urban,loam,40.7,urban,normal
15.1,24,1004,8.1,0.0,none,66.3307,117.2415,1678,2020-04-21 13:00:00,4,13,urban,sand,37.0,urban,normal
4.1,49,994,14.1,0.0,none,75.8643,-121.6418,1984,2020-04-21 14:00:00,4,14,grassland,clay,46.9,rural,cool_current
5.3,24,978,21.8,0.0,none,-38.7893,72.4567,2644,2020-04-21 15:00:00,4,15,urban,clay,20.4,urban,normal
9.8,51,995,10.0,0.0,none,-60.3344,-45.9416,1075,2020-04-21 16:00:00,4,16,forest,loam,12.3,rural,normal
9.9,56,985,17.1,0.0,none,62.0186,139.2182,2074,2020-04-21 17:00:00,4,17,grassland,clay,26.6,rural,normal
10.9,74,994,12.6,0.0,none,-25.5966,80.329,1749,2020-04-21 18:00:00,4,18,urban,loam,13.6,rural,normal
10.1,79,1003,6.6,0.0,none,65.2287,10.9502,302,2020-04-21 19:00:00,4,19,shrubland,clay,83.3,rural,cool_current
9.2,69,1003,15.3,0.0,none,-43.8509,-52.5873,1178,2020-04-21 20:00:00,4,20,urban,clay,43.3,rural,normal
25.4,69,1010,12.0,0.0,none,27.4111,-35.3509,154,2020-04-21 21:00:00,4,21,urban,silt,8.0,urban,normal
12.0,53,1018,4.7,0.0,none,-6.4483,-97.228,133,2020-04-21 22:00:00,4,22,urban,silt,28.7,rural,cool_current
24.2,64,1010,12.6,0.0,none,18.6964,-50.3628,225,2020-04-21 23:00:00,4,23,urban,sand,30.2,urban,normal
20.7,97,1013,5.2,0.0,none,-36.8331,-67.9661,28,2020-04-22 00:00:00,4,0,wetland,clay,86.6,rural,normal
13.5,80,1009,8.9,0.0,none,44.0759,-135.0155,248,2020-04-22 01:00:00,4,1,wetland,clay,75.6,rural,cool_current
22.0,71,1011,23.5,0.0,none,19.4236,94.3913,95,2020-04-22 02:00:00,4,2,forest,loam,76.2,rural,normal
12.2,27,1003,7.6,0.0,none,-68.2198,-84.9605,1730,2020-04-22 03:00:00,4,3,grassland,clay,33.0,rural,cool_current
3.8,57,1007,7.5,0.0,none,50.3568,111.0106,873,2020-04-22 04:00:00,4,4,forest,silt,43.5,rural,normal
19.8,29,1008,9.3,0.0,none,-79.9433,-163.7927,894,2020-04-22 05:00:00,4,5,grassland,clay,41.6,rural,normal
30.3,86,995,29.9,1.3,storm,9.317,-91.2797,34,2020-04-22 06:00:00,4,6,grassland,clay,85.9,rural,cool_current
18.8,10,985,32.0,0.0,none,30.0614,-2.1522,2380,2020-04-22 07:00:00,4,7,shrubland,clay,26.2,rural,normal
22.3,59,1005,12.1,0.0,none,81.7085,-171.0762,722,2020-04-22 08:00:00,4,8,urban,silt,11.2,rural,normal
23.9,66,1009,1.7,0.0,none,29.0933,-179.5335,477,2020-04-22 09:00:00,4,9,urban,sand,39.8,rural,normal
24.7,73,1012,24.3,2.0,none,-42.9978,7.1512,239,2020-04-22 10:00:00,4,10,grassland,loam,2.7,rural,cool_current
16.8,60,1007,8.8,0.0,none,-21.032,-78.1966,1157,2020-04-22 11:00:00,4,11,cropland,loam,50.6,rural,cool_current
19.1,74,1007,11.1,1.0,none,-44.6741,-113.3939,890,2020-04-22 12:00:00,4,12,forest,silt,62.0,rural,cool_current
2.1,76,1003,21.3,0.0,none,50.5738,-131.5643,1230,2020-04-22 13:00:00,4,13,urban,clay,11.3,urban,cool_current
23.3,10,990,29.6,0.0,none,-45.9034,119.8499,2034,2020-04-22 14:00:00,4,14,shrubland,loam,13.0,rural,normal
22.4,53,1005,16.6,0.0,none,-68.8919,-159.0394,605,2020-04-22 15:00:00,4,15,cropland,clay,22.0,rural,normal
9.2,23,991,17.8,0.0,none,42.1306,-170.266,2110,2020-04-22 16:00:00,4,16,urban,clay,41.9,urban,normal
27.4,56,1016,6.3,0.0,none,14.7332,-154.1913,196,2020-04-22 17:00:00,4,17,grassland,loam,22.9,rural,normal
11.0,30,998,6.7,0.0,none,-45.3805,156.3469,1471,2020-04-22 18:00:00,4,18,shrubland,sand,25.3,rural,normal
14.0,59,1005,18.4,0.0,none,-9.1345,104.7399,732,2020-04-22 19:00:00,4,19,urban,sand,15.2,urban,normal
9.6,72,1014,13.5,0.0,none,1.7013,-8.771,493,2020-04-22 20:00:00,4,20,forest,loam,44.9,rural,normal
12.2,59,1007,7.9,0.0,none,74.6313,-132.0798,500,2020-04-22 21:00:00,4,21,cropland,sand,31.1,rural,cool_current
18.0,72,1012,6.2,0.4,none,23.4133,-49.6083,701,2020-04-22 22:00:00,4,22,forest,loam,40.8,rural,normal
23.0,100,1025,19.7,0.0,none,16.6206,132.1721,71,2020-04-22 23:00:00,4,23,wetland,clay,47.3,rural,normal
-2.6,21,993,12.5,0.0,none,53.2035,-167.842,2686,2020-04-23 00:00:00,4,0,grassland,loam,9.8,rural,normal
9.2,66,1013,5.6,0.0,none,61.3853,58.7731,791,2020-04-23 01:00:00,4,1,forest,silt,48.3,rural,normal
22.3,38,996,2.2,0.0,none,-62.6976,55.7247,856,2020-04-23 02:00:00,4,2,shrubland,loam,27.5,rural,normal
14.3,76,1010,8.1,0.0,none,-56.2908,-54.9105,91,2020-04-23 03:00:00,4,3,urban,silt,38.1,rural,normal
7.7,75,1015,9.8,0.0,none,-87.9917,-107.7474,195,2020-04-23 04:00:00,4,4,grassland,sand,33.7,rural,cool_current
16.3,88,989,26.2,8.2,storm,-42.0734,-134.5199,85,2020-04-23 05:00:00,4,5,forest,silt,10.1,rural,cool_current
9.3,10,985,43.3,0.0,wind_damage,-53.6773,-147.2109,2786,2020-04-23 06:00:00,4,6,urban,silt,14.3,urban,cool_current
14.3,52,1009,13.8,0.0,none,29.3627,-93.2075,493,2020-04-23 07:00:00,4,7,grassland,sand,56.7,rural,cool_current
18.7,53,1002,19.2,0.0,none,32.7768,-94.9306,773,2020-04-23 08:00:00,4,8,cropland,loam,14.8,rural,cool_current
24.8,65,1007,15.5,0.2,none,-10.4893,-90.0394,156,2020-04-23 09:00:00,4,9,grassland,sand,29.2,rural,cool_current
30.0,26,1003,9.4,0.0,none,-64.0826,71.3551,768,2020-04-23 10:00:00,4,10,grassland,silt,18.6,rural,normal
17.9,63,1007,11.2,0.0,none,67.5855,-175.9685,1364,2020-04-23 11:00:00,4,11,grassland,clay,51.2,rural,normal
25.5,24,1007,3.4,0.0,none,-54.4862,-18.7563,1741,2020-04-23 12:00:00,4,12,shrubland,silt,23.5,rural,normal
13.3,67,1015,14.2,0.0,none,-69.397,-167.1632,233,2020-04-23 13:00:00,4,13,forest,loam,54.6,rural,normal
31.5,44,1016,19.6,0.0,none,-8.97,-52.7651,348,2020-04-23 14:00:00,4,14,urban,loam,35.3,urban,normal
12.1,10,997,13.8,0.0,none,87.3451,16.6962,2139,2020-04-23 15:00:00,4,15,shrubland,silt,71.2,rural,cool_current
23.1,85,1013,11.2,0.0,none,-5.24,90.5522,239,2020-04-23 16:00:00,4,16,forest,silt,27.0,rural,normal
18.1,26,1000,28.3,0.0,none,67.6935,-155.1841,1318,2020-04-23 17:00:00,4,17,shrubland,silt,18.1,rural,normal
21.7,72,1022,14.5,6.9,none,32.4714,-177.1588,136,2020-04-23 18:00:00,4,18,urban,silt,77.8,urban,normal
14.3,77,1010,11.2,0.0,none,-36.1958,-145.8656,27,2020-04-23 19:00:00,4,19,grassland,clay,23.8,rural,cool_current
3.9,49,1003,8.2,0.0,none,51.7458,152.7256,534,2020-04-23 20:00:00,4,20,forest,silt,33.8,rural,normal
28.7,100,1019,24.4,0.0,none,-8.8697,123.4673,136,2020-04-23 21:00:00,4,21,forest,silt,41.7,rural,normal
15.7,64,994,35.0,4.7,storm,30.2509,-99.7794,549,2020-04-23 22:00:00,4,22,urban,loam,22.1,urban,cool_current
22.2,68,1016,10.7,0.0,none,-36.0519,-67.6761,434,2020-04-23 23:00:00,4,23,forest,loam,37.4,rural,normal
21.6,89,1018,21.5,0.8,none,32.9359,128.7555,217,2020-04-24 00:00:00,4,0,forest,loam,59.4,rural,normal
16.4,67,1017,9.2,0.0,none,-6.7092,-101.0168,309,2020-04-24 01:00:00,4,1,urban,loam,25.3,rural,cool_current
9.2,59,1004,4.8,0.0,none,16.0473,-48.3704,869,2020-04-24 02:00:00,4,2,shrubland,sand,16.2,rural,normal
8.4,18,994,33.2,0.0,wind_damage,83.4573,-176.6428,2895,2020-04-24 03:00:00,4,3,urban,clay,11.7,urban,normal
7.2,18,1004,35.5,0.0,wind_damage,84.8483,-97.9507,1298,2020-04-24 04:00:00,4,4,urban,loam,14.8,urban,cool_current
6.9,69,1003,5.2,0.0,none,57.2099,36.5604,1367,2020-04-24 05:00:00,4,5,cropland,clay,44.6,rural,normal
20.8,50,1001,3.5,0.0,none,-18.9183,-69.0224,923,2020-04-24 06:00:00,4,6,grassland,silt,10.5,rural,normal
24.9,10,998,20.3,0.0,none,-59.1712,-22.3997,1128,2020-04-24 07:00:00,4,7,grassland,clay,27.9,rural,normal
14.0,60,1001,17.3,0.0,none,14.8912,132.5144,983,2020-04-24 08:00:00,4,8,forest,silt,43.9,rural,normal
16.3,67,1005,14.3,0.0,none,51.847,9.6115,732,2020-04-24 09:00:00,4,9,grassland,clay,2.4,rural,cool_current
25.7,68,1017,5.4,2.1,none,-0.4057,44.9295,274,2020-04-24 10:00:00,4,10,forest,loam,39.3,rural,normal
11.8,46,1012,5.2,0.0,none,89.3029,19.9811,818,2020-04-24 11:00:00,4,11,urban,clay,16.4,urban,cool_current
15.9,10,998,7.6,0.0,none,55.2578,83.4066,2039,2020-04-24 12:00:00,4,12,shrubland,clay,47.8,rural,normal
12.6,37,994,6.0,0.0,none,20.6667,99.4332,1859,2020-04-24 13:00:00,4,13,grassland,sand,66.3,rural,normal
22.1,52,1016,2.6,0.0,none,32.0628,41.0355,750,2020-04-24 14:00:00,4,14,grassland,loam,8.0,rural,normal
14.7,28,1004,4.4,0.0,none,15.8209,160.4239,506,2020-04-24 15:00:00,4,15,forest,silt,60.2,rural,normal
9.7,66,1002,12.2,0.0,none,-50.5759,64.4302,1193,2020-04-24 16:00:00,4,16,shrubland,loam,53.3,rural,normal
31.3,68,1002,1.9,0.0,none,-33.2833,21.2186,409,2020-04-24 17:00:00,4,17,forest,loam,16.0,rural,normal
2.0,69,999,8.0,0.0,none,55.8521,155.4663,1455,2020-04-24 18:00:00,4,18,grassland,sand,58.2,rural,normal
22.2,57,1012,13.6,0.0,none,88.5397,-27.342,285,2020-04-24 19:00:00,4,19,urban,silt,20.2,urban,normal
20.9,76,1009,8.7,0.0,none,-3.3457,159.3561,417,2020-04-24 20:00:00,4,20,forest,silt,28.1,rural,normal
8.9,19,998,5.7,0.0,none,-89.3685,0.5569,1997,2020-04-24 21:00:00,4,21,shrubland,silt,19.8,rural,normal
26.3,79,1006,14.0,0.0,none,1.0914,-43.7758,79,2020-04-24 22:00:00,4,22,forest,loam,36.6,rural,normal
12.0,54,1015,11.6,0.0,none,65.1098,-82.7466,307,2020-04-24 23:00:00,4,23,grassland,sand,15.4,rural,cool_current
14.2,26,998,11.7,0.0,none,84.6118,144.0503,1919,2020-04-25 00:00:00,4,0,grassland,sand,4.2,rural,normal
11.5,26,1004,10.1,0.0,none,-70.0065,-141.4363,797,2020-04-25 01:00:00,4,1,grassland,sand,41.7,rural,cool_current
11.7,78,1008,11.8,1.7,none,-17.2651,91.8489,1109,2020-04-25 02:00:00,4,2,grassland,loam,37.0,rural,normal
18.4,20,992,7.5,0.0,none,-68.7084,-165.8661,2212,2020-04-25 03:00:00,4,3,grassland,silt,18.7,rural,normal
23.9,74,1015,12.5,0.0,none,74.7703,80.1381,148,2020-04-25 04:00:00,4,4,urban,sand,18.7,rural,normal
19.1,42,994,2.5,0.0,none,-88.2805,26.2021,1682,2020-04-25 05:00:00,4,5,grassland,silt,35.7,rural,normal
35.8,41,1008,21.7,0.0,none,14.5054,160.7273,159,2020-04-25 06:00:00,4,6,urban,sand,61.2,urban,normal
12.9,10,1000,17.8,0.0,none,51.0964,-16.4816,1441,2020-04-25 07:00:00,4,7,grassland,sand,36.4,rural,normal
7.3,47,997,6.7,0.0,none,30.0268,-171.5402,1500,2020-04-25 08:00:00,4,8,grassland,loam,8.2,rural,normal
23.0,41,1003,19.3,0.0,none,-82.0182,-167.5322,131,2020-04-25 09:00:00,4,9,shrubland,loam,33.0,rural,normal
19.3,10,1001,13.6,0.0,none,85.8559,-88.3182,918,2020-04-25 10:00:00,4,10,urban,sand,4.6,urban,cool_current
4.5,10,991,20.2,0.0,none,77.8676,-130.4103,2262,2020-04-25 11:00:00,4,11,shrubland,silt,42.0,rural,cool_current
23.9,48,1012,24.9,0.0,none,-74.3838,34.4922,345,2020-04-25 12:00:00,4,12,forest,loam,16.6,rural,normal
29.9,66,1000,25.2,3.8,storm,21.668,-34.5249,20,2020-04-25 13:00:00,4,13,forest,loam,22.9,rural,normal
13.2,35,999,8.0,0.0,none,-56.9921,16.3052,885,2020-04-25 14:00:00,4,14,cropland,loam,34.1,rural,cool_current
21.5,10,992,13.7,0.0,none,-62.8327,-164.5795,1578,2020-04-25 15:00:00,4,15,shrubland,sand,48.9,rural,normal
17.3,10,1000,6.2,0.0,none,-86.8481,-103.2368,1562,2020-04-25 16:00:00,4,16,grassland,loam,21.1,rural,cool_current
16.2,35,1010,19.1,0.0,none,-46.0401,63.32,439,2020-04-25 17:00:00,4,17,urban,silt,43.1,urban,normal
20.0,13,992,25.9,0.0,none,81.8327,3.1136,1768,2020-04-25 18:00:00,4,18,urban,clay,5.3,urban,normal
2.6,55,1004,11.1,0.0,none,-50.853,-76.893,1127,2020-04-25 19:00:00,4,19,cropland,loam,59.2,rural,cool_current
7.5,62,1000,9.2,0.0,none,58.8487,-32.5943,791,2020-04-25 20:00:00,4,20,grassland,sand,48.9,rural,normal
26.1,14,1006,30.2,0.0,wind_damage,-59.625,146.3427,1175,2020-04-25 21:00:00,4,21,urban,silt,16.7,urban,normal
18.4,16,999,7.3,0.0,none,50.9953,-67.3311,1282,2020-04-25 22:00:00,4,22,shrubland,silt,50.4,rural,normal
20.5,100,1023,9.0,0.5,none,6.4851,103.5891,252,2020-04-25 23:00:00,4,23,wetland,clay,61.7,rural,normal
4.0,53,1004,6.9,0.0,none,-50.8758,-103.1807,1045,2020-04-26 00:00:00,4,0,shrubland,loam,14.0,rural,cool_current
14.6,70,1006,6.3,0.0,none,-49.8441,139.7799,897,2020-04-26 01:00:00,4,1,grassland,silt,27.0,rural,normal
25.0,100,1018,18.4,0.0,none,-24.2194,-29.563,330,2020-04-26 02:00:00,4,2,wetland,clay,20.2,rural,normal
19.3,82,1014,13.3,0.0,none,8.1301,34.0048,102,2020-04-26 03:00:00,4,3,grassland,silt,36.9,rural,normal
2.8,100,1003,9.3,0.0,none,-20.2207,-126.068,659,2020-04-26 04:00:00,4,4,wetland,clay,27.0,rural,cool_current
14.7,60,1002,4.0,0.0,none,-84.8662,137.2537,669,2020-04-26 05:00:00,4,5,urban,silt,15.7,rural,normal
13.2,66,1018,17.0,0.2,none,-9.5442,-179.3326,206,2020-04-26 06:00:00,4,6,forest,loam,8.3,rural,normal
12.9,55,1008,8.5,0.0,none,-10.1045,17.6001,442,2020-04-26 07:00:00,4,7,grassland,loam,41.0,rural,cool_current
9.7,60,990,33.0,2.7,storm,27.6117,-142.5029,709,2020-04-26 08:00:00,4,8,urban,loam,23.3,urban,cool_current
13.6,54,996,21.3,0.0,none,-50.7764,-89.4278,1600,2020-04-26 09:00:00,4,9,cropland,clay,31.3,rural,cool_current
32.9,10,1006,10.2,0.0,none,33.0089,106.885,618,2020-04-26 10:00:00,4,10,grassland,sand,43.8,rural,normal
14.2,58,1014,12.0,0.2,none,-11.5317,-137.1802,476,2020-04-26 11:00:00,4,11,urban,loam,28.6,urban,cool_current
27.1,10,1001,31.4,0.0,none,78.5577,-19.6772,1180,2020-04-26 12:00:00,4,12,shrubland,clay,28.6,rural,normal
12.5,59,1008,21.6,0.0,none,-84.927,-36.2724,284,2020-04-26 13:00:00,4,13,shrubland,loam,21.3,rural,normal
16.7,77,989,31.5,9.2,storm,44.7007,-96.2579,357,2020-04-26 14:00:00,4,14,forest,silt,10.3,rural,cool_current
29.1,77,1010,13.1,0.0,none,21.6277,176.3043,69,2020-04-26 15:00:00,4,15,wetland,clay,84.8,rural,normal
20.0,83,994,33.6,1.0,storm,8.9013,153.616,320,2020-04-26 16:00:00,4,16,wetland,clay,64.5,rural,normal
27.8,10,987,12.0,0.0,none,-86.83,-52.6328,1448,2020-04-26 17:00:00,4,17,grassland,clay,49.2,rural,normal
16.2,70,1009,13.1,0.0,none,-13.1897,176.4122,384,2020-04-26 18:00:00,4,18,cropland,loam,28.9,rural,normal
13.2,80,1001,4.6,0.0,none,33.955,52.8601,1479,2020-04-26 19:00:00,4,19,grassland,loam,18.3,rural,normal
12.5,67,1008,6.4,0.0,none,84.8048,-69.4487,744,2020-04-26 20:00:00,4,20,forest,silt,28.9,rural,normal
18.1,50,1013,11.9,0.0,none,-46.7306,94.1547,1078,2020-04-26 21:00:00,4,21,shrubland,sand,23.7,rural,normal
-0.2,73,1012,3.3,0.0,none,59.8393,-141.7629,689,2020-04-26 22:00:00,4,22,urban,loam,50.0,rural,cool_current
10.3,79,1018,6.1,0.0,none,-25.5412,164.3684,254,2020-04-26 23:00:00,4,23,wetland,clay,35.2,rural,normal
10.1,27,982,12.8,0.0,none,-76.4447,-154.7809,2053,2020-04-27 00:00:00,4,0,shrubland,loam,10.2,rural,normal
28.4,86,1009,6.6,0.0,none,76.0602,140.8763,118,2020-04-27 01:00:00,4,1,forest,loam,32.1,rural,normal
